TARGET,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BIRTH
1,0.08303696739132256,0.2629485927471776,0.13937578009978951,25.92054794520548
0,0.7747614130547695,0.7239998516953141,0.4920600938649263,37.74794520547945
0,0.5873340468730377,0.20574728800732814,0.7517237147741489,55.06575342465754
0,0.3197601716755032,0.6518623334244781,0.363945238612397,27.936986301369863
0,0.7220444501416448,0.5551831615131809,0.6528965519806539,55.93698630136986
0,0.4648311169632833,0.7150418188660659,0.1766525794312139,36.81917808219178
0,0.11563433726229973,0.34663398139668,0.6785676886853644,23.912328767123288
0,0.43770901984754174,0.2337669575081463,0.5424451438613613,40.58904109589041
0,0.5619484093041138,0.6514056365297631,0.4614823912998385,52.96986301369863
0,0.6003959050009468,0.6850109901296888,0.524496446363472,27.38082191780822
0,0.8427634659543568,0.6816988025574287,0.7544061731797895,47.12054794520548
0,0.8045861213121414,0.7197985370372056,0.722392890081304,57.74520547945205
1,0.4682080567974757,0.6742032101473874,0.3996756156233169,36.66849315068493
0,0.7104273289168539,0.5891866296961207,0.4668640059537032,54.04657534246575
0,0.6562248044601879,0.4508497225560816,0.4794489811780563,33.989041095890414
0,0.3115099249880457,0.7133545848531052,0.3092753558842053,51.04657534246575
0,0.24456163253546154,0.705947456699447,0.7992967832109371,33.64931506849315
0,0.18959579955018274,0.7029791046049891,0.7016957740576931,28.693150684931506
0,0.5527719020519871,0.6166372926426479,0.07010884382735824,35.49315068493151
0,0.2377197192577024,0.6091352920795285,0.5136937663039473,49.99452054794521
0,0.2996061411205129,0.6645439411246608,0.4920600938649263,33.534246575342465
0,0.2867830789116058,0.6473478219828046,0.5620604831738043,33.010958904109586
0,0.7961611232881004,0.5172704004425673,0.4294236843421945,53.56164383561644
0,0.20247737407460809,0.5619229565929612,0.4135967602644276,42.07945205479452
0,0.4115064104251909,0.12388829228441395,0.8327850252992314,32.75616438356165
0,0.35770654726206136,0.6865047975453018,0.39449540531239935,32.9013698630137
0,0.2707661633733818,0.7071263161734994,0.5971924268337128,42.20821917808219
0,0.4476751393608083,0.4957651407174961,0.8245949709919925,43.586301369863016
0,0.4147940693543055,0.6611083077510267,0.4776491548517548,39.23561643835617
0,0.765153942091246,0.25475995714691185,0.41184855592423975,54.273972602739725
0,0.5633231337420023,0.608604105963283,0.22888341670067305,28.726027397260275
0,0.4757617930038634,0.5930185238421518,0.7898803468924867,41.47123287671233
0,0.3957242668511344,0.1549370735653434,0.2650494299443805,29.40821917808219
0,0.6712718925800566,0.7002735745029195,0.07105512466873665,40.413698630136984
0,0.2543516601822173,0.16995295093717294,0.12140828616312165,26.438356164383563
0,0.4055643396822132,0.04729142440452983,0.4066174366275036,30.01095890410959
0,0.3394026084270504,0.7079724741176917,0.4525335592581747,37.89041095890411
0,0.7748801671358985,0.7112888072636568,0.5971924268337128,64.81095890410958
0,0.3291857814541987,0.7492408359410063,0.6940926425266661,27.63013698630137
0,0.6674963344753486,0.6075618184170141,0.5726825047161584,39.28493150684932
0,0.5677754906901958,0.6014083651352106,0.0963186927645401,36.4
0,0.6594043693464781,0.6781247611812603,0.6832688314232291,62.68767123287671
0,0.6470448716896019,0.7464864055627681,0.7394117535524816,44.608219178082194
0,0.6846964453639659,0.4109070009841619,0.7380196196295241,44.224657534246575
0,0.6177157988717764,0.6605593694772599,0.21155076420525776,44.76712328767123
0,0.0531827887508412,0.16446313944142296,0.0920128093981064,25.213698630136985
0,0.12739294667525167,0.4949615763457107,0.7380196196295241,33.30684931506849
0,0.8678716871178579,0.14768481724551802,0.6690566947824041,44.07123287671233
0,0.5458589248298449,0.5712502464772474,0.7898803468924867,40.12328767123287
1,0.3203218651732389,0.6319612327366237,0.28961123838200553,45.66301369863014
0,0.5935670746654023,0.5982432424547262,0.23272477626794336,57.701369863013696
0,0.6569383528999653,0.3909932576851988,0.09507039584133267,54.02191780821918
0,0.5311064035337159,0.6466885821859959,0.8128226070575616,60.16712328767123
0,0.7239404653083322,0.6363951652298555,0.4525335592581747,31.87123287671233
0,0.5803669462489124,0.7636485619996934,0.3296550543128238,44.64657534246575
0,0.31935653689296545,0.6036550365741279,0.5954562029091491,39.20821917808219
0,0.7233712633792718,0.7651254360605889,0.4170996682522097,52.83835616438356
0,0.6748315126672113,0.6161564242321512,0.6738300778602003,31.164383561643834
0,0.7290899091709767,0.5098519541101603,0.6754132910917112,42.68767123287671
0,0.4643561769338667,0.7518692268821991,0.4206109640437848,37.14520547945205
0,0.7280918134588762,0.7024628947445616,0.5460231970049609,41.98082191780822
0,0.5349985744410304,0.5858586300023704,0.7886807751817684,38.27945205479452
0,0.7311052466018223,0.7488544429116339,0.5082869913916046,48.983561643835614
0,0.4348784763127847,0.1117667170159572,0.19294222771695085,35.082191780821915
0,0.3563551035088492,0.5477730476270279,0.7490217048463391,29.827397260273973
0,0.5925473429253104,0.593340422792271,0.3031463744186309,31.693150684931506
0,0.7649171875783758,0.6015603738443187,0.3506958432829587,33.27945205479452
0,0.34271221048651057,0.6344549499357989,0.7062051096536562,34.652054794520545
0,0.5497171405900174,0.4953660887502677,0.5814837058057234,38.00821917808219
0,0.5216328501389592,0.39143594690346734,0.42765737003502935,37.31506849315068
0,0.667166655817305,0.7494092451416423,0.3376727217405312,36.19178082191781
0,0.4129435398173111,0.6348960636020012,0.29708661164720285,27.424657534246574
0,0.7410963179186301,0.4088706121454352,0.42589289800515295,38.23835616438356
0,0.6215554079882224,0.3715433102138179,0.18088797776707397,52.24657534246575
0,0.4372891777945847,0.6456336382884252,0.6545292802242897,35.6
0,0.8530803639689652,0.7573276838423868,0.13094715293601816,55.31780821917808
0,0.2449031137305613,0.628531689899611,0.12140828616312165,32.81643835616438
0,0.4050977259902663,0.10357025278376973,0.7421816117614419,46.85753424657534
0,0.5824923923697667,0.6577836105245277,0.19633396621345675,54.558904109589044
0,0.6364982706931857,0.09344532658923724,0.5190973382084597,41.8986301369863
0,0.7177613510252534,0.7504426912158406,0.511891801533151,59.3041095890411
0,0.5937099435585541,0.6118859962683346,0.4206109640437848,42.12876712328767
0,0.11868428045348008,0.6904584635520693,0.520897599048938,37.36986301369863
0,0.7708144989999743,0.23531376275956525,0.2707073872651806,64.26301369863013
0,0.3891381501043357,0.5777182931688097,0.39449540531239935,22.745205479452054
0,0.10104527027628664,0.6466885821859959,0.2250868621163805,28.96164383561644
0,0.6529430442014209,0.6984528683753916,0.8004513396487078,42.772602739726025
0,0.6924545824414103,0.32826899677367577,0.7583930617144343,39.57534246575342
0,0.6451510088256213,0.6587035208707981,0.6971469077844458,40.57808219178082
0,0.40556007759671736,0.2587283392986726,0.23791607950711405,40.345205479452055
0,0.4502643743883886,0.495546481404605,0.6127042441012546,39.032876712328765
1,0.26200511555191136,0.30239381716682984,0.4632753280912678,31.112328767123287
0,0.3418505435993493,0.4794306372473876,0.05168176743672944,24.945205479452056
0,0.5725847271056428,0.6803211845067775,0.4489622731076524,45.33150684931507
0,0.8766530258119177,0.7284562016754909,0.4974688893052743,39.81917808219178
0,0.21771978280608387,0.7807633668999076,0.7700870700124128,29.556164383561644
0,0.2648763657921876,0.5922952796456947,0.4956658291397297,27.953424657534246
0,0.5676236351849678,0.5759247800821108,0.6894791426446275,41.3041095890411
0,0.6533675812543797,0.5652898364253501,0.4956658291397297,31.865753424657534
0,0.6161866709636321,0.6923108327651505,0.7352209993926424,43.463013698630135
0,0.5038059458460179,0.5885936894845518,0.3092753558842053,28.60821917808219
0,0.7867044718772329,0.7548313411309313,0.470456116119975,58.33424657534247
0,0.660390355516301,0.6473727821815991,0.31547215492577346,55.74794520547945
0,0.06826023109228208,0.03127507737322505,0.17352743046491467,23.013698630136986
0,0.2598232457059673,0.5819802398826008,0.5370699579791587,29.958904109589042
0,0.2759403976536222,0.6428972186219171,0.4794489811780563,30.923287671232877
0,0.7675313172467455,0.6177377757065927,0.5172965813614878,48.42191780821918
0,0.4045886948176437,0.4339187290167497,0.7862666146611379,46.846575342465755
0,0.7354428830169121,0.46220493091342096,0.5406544504453575,40.772602739726025
0,0.4217648307037876,0.7659810473713963,0.511891801533151,32.295890410958904
0,0.3931715974370706,0.6895650848141843,0.4311917977993083,30.91780821917808
0,0.7192595409679079,0.2714429768279456,0.7713615919194317,52.93972602739726
0,0.8488032279999198,0.6156753285811992,0.524496446363472,40.46027397260274
0,0.6235307615153555,0.6257090346027011,0.30620229831350426,41.131506849315066
0,0.7914124565169158,0.4459873293894053,0.4614823912998385,51.59178082191781
0,0.20923844579032447,0.514818296761671,0.5513812618027899,36.43561643835616
0,0.830736808877882,0.3437917862373299,0.6722428897082422,51.86027397260274
0,0.5585815844555191,0.748204082783147,0.7394117535524816,38.94794520547945
0,0.6350347077546292,0.4581525181168522,0.8327850252992314,50.178082191780824
0,0.0976820052800257,0.2626562696709219,0.7295666907060153,33.76712328767123
0,0.6347416944004144,0.7756150234556971,0.7407990879702335,45.8054794520548
0,0.13706234587086732,0.32417388485419724,0.4866531565147181,29.08219178082192
0,0.43106768595726186,0.540298243263855,0.4956658291397297,31.731506849315068
0,0.7796242500923876,0.2338257164484567,0.8327850252992314,37.12876712328767
0,0.4852892795125728,0.7376641513695528,0.4632753280912678,36.394520547945206
0,0.8028667918323259,0.0509156034933721,0.7121551551910698,44.865753424657534
0,0.3402057361624071,0.33558617623308,0.7106743858828587,35.56712328767123
0,0.8519054529826264,0.5612876560786817,0.5370699579791587,54.78904109589041
0,0.1770975829044786,0.2629952143123565,0.09022093929076848,42.295890410958904
0,0.2433128343936609,0.6992168588466124,0.7338145369642702,28.34794520547945
0,0.7326473092658811,0.1995430892462679,0.7850520263728172,43.967123287671235
0,0.7417826290195083,0.7307512832888281,0.6363761710860439,58.632876712328766
0,0.1833792049947742,0.7238600003643091,0.7032033049040319,31.56986301369863
0,0.2832919715709532,0.5487262610762287,0.1873887653772306,33.863013698630134
0,0.5759409452596392,0.5528111893494622,0.6626377922738201,56.56438356164384
0,0.4398727158090937,0.3494573309449184,0.633031641417419,26.964383561643835
0,0.6783479117560226,0.2620553359511834,0.511891801533151,43.47397260273973
0,0.5172308312237572,0.5998137228666071,0.3740208032583212,44.50684931506849
1,0.3036934180827172,0.6160271197421764,0.07905969599457675,37.57534246575342
0,0.5410690598964915,0.5238795035201189,0.6446794549585961,32.6986301369863
0,0.08490192497769088,0.5735838084148978,0.4525335592581747,26.016438356164382
0,0.5821548469446346,0.6450881109941825,0.6769925032909132,41.917808219178085
0,0.6475614991167691,0.6258165762682069,0.3077366963789207,34.69041095890411
0,0.3016356056348968,0.7192954712452143,0.7295666907060153,24.53698630136986
0,0.7257387361552291,0.6680592302129481,0.6347055309763198,50.74520547945205
0,0.7461083442480991,0.7743680895683124,0.3441550073724169,50.04931506849315
0,0.4120630936127078,0.39180585960481656,0.475849908720221,31.55890410958904
0,0.2965121132543053,0.5977122880781701,0.4614823912998385,41.608219178082194
0,0.7138665573007236,0.5439567567369228,0.12610055883623253,56.227397260273975
0,0.2393123570739357,0.6962098017006059,0.6690566947824041,25.734246575342464
0,0.3607259964111952,0.6574734264340084,0.4170996682522097,33.83287671232877
0,0.4983343678344985,0.5434522199971914,0.3723336657058204,38.31780821917808
0,0.4059074841971924,0.7234926821589504,0.6817058776720116,39.33424657534247
0,0.17583865896871914,0.4573980391520343,0.3962195720630885,31.28219178082192
0,0.456316903365057,0.4131107931387085,0.09322509537747448,44.0
0,0.6505233739734068,0.7292988671189998,0.7738956942145427,40.21369863013699
1,0.04068390207128615,0.3065058156503732,0.3962195720630885,25.44931506849315
0,0.5264149728213963,0.7281706194426241,0.3910549766342248,44.8986301369863
0,0.3897308624871039,0.034576337077534464,0.21518240418475384,37.21369863013699
0,0.507367809183413,0.6399398491481402,0.5136937663039473,37.72054794520548
0,0.610856705453554,0.3488361733767661,0.6313545365850379,29.65753424657534
0,0.5767826951331354,0.03167101993793225,0.3791004853998145,33.512328767123286
0,0.43976164487619024,0.4604768526623809,0.5298898341969072,41.71780821917808
0,0.5003276714926178,0.7261271450380146,0.7738956942145427,49.657534246575345
1,0.1293264003461732,0.2916600497102669,0.2176285202779586,22.09041095890411
0,0.1495114729661786,0.13263107886637826,0.6092756673894402,27.315068493150687
0,0.43272904768498177,0.5682483704960352,0.4014074137749511,36.93698630136986
0,0.8537526858685199,0.5337033119344637,0.7850520263728172,61.487671232876714
0,0.5427060571940289,0.6953905500360134,0.6738300778602003,53.38082191780822
0,0.299561625330214,0.483323106522328,0.7636399214572418,27.542465753424658
0,0.4762887394510871,0.5625096216720853,0.5744466170995097,42.56986301369863
0,0.5045528322495314,0.39684047734425204,0.4311917977993083,47.11232876712329
0,0.7089302663807847,0.22970644162665235,0.5136937663039473,40.413698630136984
0,0.5284771830341518,0.24678567059563644,0.6817058776720116,54.416438356164385
0,0.5477274385834584,0.5864156178486654,0.6848276586890367,50.12054794520548
0,0.48389617152763703,0.5792646214868447,0.33285056416487313,30.564383561643837
0,0.7578384487300267,0.6897335787474733,0.41184855592423975,42.93424657534246
0,0.3260915867569756,0.7562046572029202,0.3706496323299817,26.09315068493151
0,0.6944670296522197,0.7094757062024096,0.0920128093981064,33.602739726027394
